,Game,Price,Offers,Tags,Day
303,Project Night,5.0,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
304,Lilly Looking Through,4.0,2.0,"Niezalezne, Przygodowe",2019/05/02
305,GIBZ,1.5,4.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
306,Caffeine,5.0,2.0,"Niezalezne, Przygodowe",2019/05/02
307,LEGO MARVEL's Avengers,17.49,5.0,"Akcja, Przygodowe",2019/05/02
308,Juanito Arcade Mayhem,1.73,6.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
309,Borealis,2.08,2.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
310,Tharsis,0.5,7.0,"Niezalezne, RPG, Strategiczne",2019/05/02
311,Space Hulk Ascension,3.0,10.0,"RPG, Strategiczne",2019/05/02
312,Master Spy Deluxe Edition,9.4,2.0,"Niezalezne, Akcja",2019/05/02
313,Doomed'n Damned,2.49,2.0,"Niezalezne, Akcja",2019/05/02
314,Sudeki,2.84,2.0,"Akcja, RPG, Przygodowe",2019/05/02
315,Blades of Time - Limited Edition,2.95,4.0,"Akcja, Przygodowe",2019/05/02
316,One Final Breath,5.0,1.0,"Niezalezne, Symulacje, Akcja, Przygodowe",2019/05/02
317,Heroes of Annihilated Empires,3.9,1.0,Strategiczne,2019/05/02
318,See No Evil,0.5,2.0,"Niezalezne, Strategiczne, Przygodowe",2019/05/02
319,Etherlords Bundle,4.0,6.0,"Niezalezne, RPG, Strategiczne, Przygodowe",2019/05/02
320,Sideway New York,2.4,2.0,"Niezalezne, Przygodowe",2019/05/02
321,SpaceChem: 63 Corvi,7.0,1.0,"Niezalezne, Rekreacyjne",2019/05/02
322,The Ball,4.2,3.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
323,Spate,5.0,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
324,Fester Mudd: Curse of the Gold - Episode 1,2.89,2.0,Przygodowe,2019/05/02
325,Expansion - Crusader Kings II: The Old Gods,2.5,11.0,Strategiczne,2019/05/02
326,Expansion - Europa Universalis IV: El Dorado,8.9,5.0,"Symulacje, Strategiczne",2019/05/02
327,Freaking Meatbags,2.3,5.0,"Niezalezne, Akcja, Strategiczne",2019/05/02
328,Talisman: Digital Edition - The Blood Moon Expansion,3.39,4.0,"Niezalezne, RPG, Strategiczne",2019/05/02
329,Talisman: Digital Edition - The Sacred Pool Expansion,4.49,3.0,"Niezalezne, RPG, Strategiczne",2019/05/02
330,Crusader Kings II,8.9,10.0,"Symulacje, RPG, Strategiczne",2019/05/02
331,Fly'N,3.79,3.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
332,Kill The Bad Guy,1.45,3.0,"Niezalezne, Symulacje, Akcja, Strategiczne",2019/05/02
333,Tokyo Dark,19.99,4.0,Przygodowe,2019/05/02
334,LEGO Batman,2.0,7.0,"Akcja, Przygodowe",2019/05/02
335,GemCraft - Chasing Shadows,1.25,12.0,"Niezalezne, Akcja, Strategiczne",2019/05/02
336,Rune Classic,1.29,6.0,"Akcja, Przygodowe",2019/05/02
337,Lichdom: Battlemage,1.0,7.0,"Niezalezne, Akcja, RPG",2019/05/02
338,Demonicon - The Dark Eye,1.63,10.0,"Akcja, RPG, Przygodowe",2019/05/02
339,Knights and Merchants,1.19,9.0,"Symulacje, Strategiczne",2019/05/02
340,Mysterium,1.5,5.0,Strategiczne,2019/05/02
341,Inquisitor,0.64,8.0,"Niezalezne, RPG",2019/05/02
342,Not The Robots,1.4,2.0,"Niezalezne, Akcja, Strategiczne",2019/05/02
343,Numen: Contest of Heroes,0.79,6.0,RPG,2019/05/02
344,The Walking Vegetables,1.95,1.0,"Niezalezne, Akcja",2019/05/02
345,The Blue Flamingo,1.48,2.0,"Niezalezne, Akcja",2019/05/02
346,Dungetris,1.2,2.0,"Niezalezne, RPG, Przygodowe",2019/05/02
347,The Interactive Adventures of Dog Mendonça & Pizzaboy,2.0,7.0,Przygodowe,2019/05/02
348,The Black Death,7.89,3.0,"Wczesny dostep, Akcja, RPG, Przygodowe",2019/05/02
349,Darkest Hunters,1.08,5.0,"Niezalezne, RPG, Strategiczne, Przygodowe, Rekreacyjne",2019/05/02
350,ESport Manager,1.1,3.0,"Niezalezne, Symulacje, Akcja, Strategiczne, Sportowe",2019/05/02
351,Camper Jumper Simulator,0.6,6.0,"Niezalezne, Wyscigi",2019/05/02
352,NO THING,1.74,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
353,Earthworms,2.98,7.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
354,BioShock Infinite: Burial at Sea - Episode One,24.9,2.0,Akcja,2019/05/02
355,Borderlands 2,19.9,3.0,"Akcja, RPG",2019/05/02
356,Sid Meier's Civilization V,24.99,2.0,Strategiczne,2019/05/02
357,Borderlands: The Pre-Sequel,27.0,3.0,"Akcja, RPG",2019/05/02
358,Mafia III,29.0,2.0,"Akcja, Przygodowe",2019/05/02
359,Port Royale 3,6.45,6.0,"Symulacje, Akcja, Strategiczne",2019/05/02
360,Quarantine,3.89,7.0,"Symulacje, RPG, Strategiczne",2019/05/02
361,Life is Strange Complete Season (Episodes 1-5),14.29,9.0,"Akcja, Przygodowe",2019/05/02
362,Seven: Enhanced Edition,9.35,8.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/02
363,The Age of Decadence,6.9,9.0,"Niezalezne, RPG",2019/05/02
364,Tropico 3,3.95,2.0,"Symulacje, Strategiczne",2019/05/02
365,Red Faction Collection,20.9,2.0,"Akcja, Strategiczne",2019/05/02
366,Sonic the Hedgehog 4 - Episode II,9.25,4.0,Przygodowe,2019/05/02
367,Bear With Me - Collector's Edition,0.86,12.0,"Niezalezne, Przygodowe",2019/05/02
368,NeonCode,1.4,3.0,"Niezalezne, Przygodowe",2019/05/02
369,Haunted,1.0,1.0,"Przygodowe, Rekreacyjne",2019/05/02
370,Smoke and Sacrifice,9.5,4.0,"Niezalezne, RPG, Przygodowe",2019/05/02
371,199X,1.5,1.0,"Niezalezne, Przygodowe",2019/05/02
372,Rakuen,1.8,4.0,"Niezalezne, RPG, Przygodowe",2019/05/02
373,The Few,3.99,2.0,Strategiczne,2019/05/02
374,Kyn Deluxe Edition,12.99,2.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/02
375,Reaching for Petals,3.99,2.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
376,Auditorium,3.99,1.0,"Niezalezne, Rekreacyjne",2019/05/02
377,Tadpole Treble,4.99,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
378,Proteus,4.99,2.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
379,Steampunk Syndicate,2.49,2.0,"Niezalezne, Akcja, Strategiczne, Rekreacyjne",2019/05/02
380,Fury Race,4.75,1.0,"Akcja, Wyscigi",2019/05/02
381,Solar Flux,4.99,1.0,"Niezalezne, Strategiczne",2019/05/02
382,The first thrust of God,3.99,1.0,"Niezalezne, Symulacje, Strategiczne, Przygodowe, Rekreacyjne",2019/05/02
383,Alter Cosmos,6.99,2.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
384,All That Remains,3.49,2.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
385,Bedfellows FRENZY,5.99,2.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
386,Atomic Adam: Episode 1,2.99,2.0,"Akcja, Przygodowe, Rekreacyjne",2019/05/02
387,The Town of Light,2.49,12.0,"Niezalezne, Przygodowe",2019/05/02
388,Swordbreaker The Game,1.47,4.0,"Niezalezne, Przygodowe",2019/05/02
389,Scribblenauts Unlimited,1.85,8.0,"Strategiczne, Przygodowe, Rekreacyjne",2019/05/02
390,Monkey Island: Special Edition Bundle,19.5,1.0,Przygodowe,2019/05/02
391,Cefore,2.05,3.0,"Niezalezne, Symulacje, Strategiczne",2019/05/02
392,Lost Horizon,3.0,1.0,Przygodowe,2019/05/02
393,Unreal Tournament 3 Black,18.5,2.0,Akcja,2019/05/02
394,Not Dying Today,7.8,3.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
395,For The King,19.8,6.0,"Niezalezne, RPG, Strategiczne, Przygodowe",2019/05/02
396,The Bunker,17.2,2.0,"Niezalezne, Przygodowe",2019/05/02
397,War Tech Fighters,6.3,5.0,Akcja,2019/05/02
398,Black & White Bushido,9.1,2.0,Akcja,2019/05/02
399,Disciples II: Gallean's Return,10.1,2.0,Strategiczne,2019/05/02
400,Batman: Arkham Knight,14.95,4.0,"Akcja, Przygodowe",2019/05/02
401,Mint,0.8,5.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
402,Ascension: Deckbuilding Game,9.99,1.0,"Strategiczne, Rekreacyjne",2019/05/02
403,Ballistic Overkill,6.5,4.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
404,METAL SLUG 3,4.2,4.0,Akcja,2019/05/02
405,Shadow Man,1.2,10.0,Akcja,2019/05/02
406,Crashday Redline Edition,10.0,1.0,"Akcja, Wyscigi",2019/05/02
407,L.A. Noire: DLC Bundle,4.88,7.0,"Strategiczne, Przygodowe",2019/05/02
408,L.A. Noire,24.98,3.0,"Strategiczne, Przygodowe",2019/05/02
409,Wurm Unlimited,1.74,4.0,"Niezalezne, RPG, Przygodowe",2019/05/02
410,Middle-earth: Shadow of Mordor Game of the Year Edition,9.99,9.0,"Akcja, Przygodowe",2019/05/02
411,Yomawari: Night Alone / 夜廻,10.27,4.0,"Strategiczne, Przygodowe",2019/05/02
412,N++ (NPLUSPLUS),12.34,2.0,Akcja,2019/05/02
413,War for the Overworld,9.99,9.0,"Niezalezne, Symulacje, Strategiczne",2019/05/02
414,The Final Station,4.96,11.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
415,Full Throttle Remastered,5.99,4.0,Przygodowe,2019/05/02
416,Sniper Elite V2,7.9,7.0,Akcja,2019/05/02
417,The Little Acre,1.98,12.0,"Niezalezne, Przygodowe",2019/05/02
418,King Oddball,2.97,3.0,"Niezalezne, Akcja",2019/05/02
419,Tokyo 42,1.39,9.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
420,AER Memories of Old,1.9,15.0,"Niezalezne, Przygodowe",2019/05/02
421,Caravan,1.5,10.0,"Niezalezne, Symulacje, Strategiczne, Przygodowe",2019/05/02
422,Beholder,2.7,17.0,"Niezalezne, Strategiczne, Przygodowe",2019/05/02
423,Subsurface Circular,1.9,3.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
424,SIMULACRA,2.4,3.0,"Niezalezne, Symulacje, Przygodowe",2019/05/02
425,Steam Squad,9.99,1.0,"Niezalezne, Strategiczne",2019/05/02
426,MDK 2,12.99,1.0,Akcja,2019/05/02
427,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,8.99,1.0,Przygodowe,2019/05/02
428,Kontrakt,6.99,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
429,Perils of Man,6.99,1.0,"Niezalezne, Przygodowe",2019/05/02
430,The Sentient,8.99,1.0,"Niezalezne, Symulacje, Wczesny dostep, RPG, Strategiczne",2019/05/02
431,MirrorMoon EP,0.5,3.0,"Niezalezne, Przygodowe",2019/05/02
432,Handball 16,14.99,1.0,Sportowe,2019/05/02
433,Vangers,0.98,4.0,"Niezalezne, Akcja, Przygodowe, Wyscigi",2019/05/02
434,Death Trader: Cold War,4.0,1.0,"Niezalezne, Wczesny dostep, Strategiczne",2019/05/02
435,Tactical Soccer The New Season,2.99,2.0,"Niezalezne, Symulacje, Strategiczne, Sportowe",2019/05/02
436,Corrupt The Priest,3.99,2.0,"Niezalezne, Strategiczne",2019/05/02
437,Elementium,3.99,2.0,"Niezalezne, Symulacje, Akcja, Przygodowe, Rekreacyjne",2019/05/02
438,Pilot Brothers 3: Back Side of the Earth,2.99,2.0,"Przygodowe, Rekreacyjne",2019/05/02
439,Alien Shooter,3.9,2.0,"Niezalezne, Akcja, RPG",2019/05/02
440,12 is Better Than 6,0.5,7.0,"Niezalezne, Akcja",2019/05/02
441,Crashlands,17.0,4.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/02
442,S.O.R.S,5.99,2.0,"Niezalezne, Symulacje, Przygodowe",2019/05/02
443,The Red Solstice,0.5,11.0,"Niezalezne, Akcja, RPG, Strategiczne",2019/05/02
444,Galactic Civilizations II: Ultimate Edition,0.5,32.0,"Niezalezne, Strategiczne",2019/05/02
445,RollingBall: Unlimited World,0.75,2.0,Niezalezne,2019/05/02
446,The Tiny Bang Story,6.0,2.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
447,NOT A HERO,5.0,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
448,Samorost 3,6.9,5.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
449,Deadfall Adventures,8.0,4.0,"Akcja, Przygodowe",2019/05/02
450,The Mean Greens - Plastic Warfare,13.0,3.0,"Niezalezne, Akcja",2019/05/02
451,PAYDAY 2,15.0,3.0,"Akcja, RPG",2019/05/02
452,Tyranny,32.0,1.0,"RPG, Przygodowe",2019/05/02
453,Endless Space Collection,1.49,11.0,Strategiczne,2019/05/02
454,Talisman: Digital Edition,6.66,6.0,"Niezalezne, RPG, Strategiczne",2019/05/02
455,Get Even,12.39,15.0,"Niezalezne, Akcja",2019/05/02
456,Worms Pinball,0.7,7.0,Rekreacyjne,2019/05/02
457,Dungeon Rushers,1.8,11.0,"Niezalezne, RPG, Strategiczne",2019/05/02
458,Small Town Terrors Pilgrim's Hook Collector's Edition,0.5,8.0,Przygodowe,2019/05/02
459,Men of War: Condemned Heroes,0.5,8.0,"Akcja, Strategiczne",2019/05/02
460,Rise of Crustaceans,0.5,1.0,"Niezalezne, Wczesny dostep, Akcja",2019/05/02
461,Pandemic: The Board Game,5.7,14.0,"Symulacje, Strategiczne",2019/05/02
462,Mutant Year Zero: Road to Eden,34.9,4.0,"RPG, Strategiczne",2019/05/02
463,NecrovisioN: Lost Company,0.5,9.0,Akcja,2019/05/02
464,Wings of Virtus,2.0,1.0,"Niezalezne, Akcja",2019/05/02
465,Mini Metro,8.5,5.0,"Niezalezne, Symulacje, Strategiczne",2019/05/02
466,Cyberdimension Neptunia: 4 Goddesses Online - Deluxe Pack,4.98,2.0,RPG,2019/05/02
467,BlazBlue: Continuum Shift Extend,10.0,2.0,Akcja,2019/05/02
468,Kona,3.5,9.0,"Niezalezne, Przygodowe",2019/05/02
469,Codex of Victory,4.0,4.0,"Niezalezne, Strategiczne",2019/05/02
470,Savage Lands,0.8,12.0,"Niezalezne, Symulacje, Wczesny dostep, Akcja, RPG, Przygodowe",2019/05/02
471,Heart&Slash,3.7,6.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
472,Killing Room,3.7,9.0,"Niezalezne, Akcja, RPG",2019/05/02
473,Overfall,2.75,8.0,"Niezalezne, RPG, Strategiczne",2019/05/02
474,Her Story,1.45,4.0,"Niezalezne, Symulacje, Przygodowe",2019/05/02
475,The Last Express Gold Edition,1.25,2.0,Przygodowe,2019/05/02
476,Sanitarium,5.29,3.0,Przygodowe,2019/05/02
477,Rot Gut,0.75,5.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
478,ШП - ShP,0.5,10.0,"Niezalezne, Symulacje",2019/05/02
479,W4RR-i/o-RS,0.99,1.0,"Niezalezne, Symulacje",2019/05/02
480,Super Trench Attack!,1.25,3.0,"Niezalezne, Akcja, RPG",2019/05/02
481,Gothic Universe Edition,15.0,2.0,"Akcja, RPG",2019/05/02
482,>observer_,9.49,15.0,"Niezalezne, Przygodowe",2019/05/02
483,Max Payne 2: The Fall of Max Payne,6.5,11.0,Akcja,2019/05/02
484,Neighbor,0.9,3.0,"Przygodowe, Rekreacyjne",2019/05/02
485,Port Royale 3: Harbour Master DLC,0.65,5.0,"Symulacje, Strategiczne",2019/05/02
486,Port Royale 3: New Adventures DLC,0.6,4.0,"Symulacje, Akcja, Strategiczne",2019/05/02
487,Front Mission Evolved,2.48,1.0,Akcja,2019/05/02
488,The Deadly Tower of Monsters,8.99,3.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
489,Monster Loves You!,3.99,2.0,"Niezalezne, Symulacje, RPG, Przygodowe, Rekreacyjne",2019/05/02
490,We Were Here Too,8.95,6.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
491,100% Orange Juice,1.5,4.0,"Niezalezne, Strategiczne",2019/05/02
492,Find your way,1.25,3.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
493,Geometry Wars 3: Dimensions Evolved,2.5,6.0,Akcja,2019/05/02
494,Saturday Morning RPG,1.97,2.0,"Niezalezne, RPG",2019/05/02
495,Holy Potatoes! We're in Space?!,0.9,7.0,"Niezalezne, Symulacje, Przygodowe",2019/05/02
496,Oxenfree,2.2,16.0,"Niezalezne, Przygodowe",2019/05/02
497,Majesty 2 Collection,2.2,10.0,Strategiczne,2019/05/02
498,Civilization VI - Vikings Scenario Pack,5.9,7.0,Strategiczne,2019/05/02
499,Meadow,2.95,4.0,"Niezalezne, Przygodowe, MMO",2019/05/02
500,Goat Simulator: GOATY,8.21,4.0,"Niezalezne, Symulacje, Rekreacyjne",2019/05/02
501,Worms Clan Wars,4.49,9.0,Strategiczne,2019/05/02
502,The Escapists,7.99,5.0,"Niezalezne, Symulacje, Akcja, Strategiczne, Przygodowe",2019/05/02
503,Overcooked,19.89,2.0,"Niezalezne, Symulacje, Akcja, Rekreacyjne",2019/05/02
504,Sheltered,5.98,10.0,"Niezalezne, RPG, Strategiczne",2019/05/02
505,Saints Row: Gat out of Hell,12.0,4.0,Akcja,2019/05/02
506,Overcooked - The Lost Morsel,5.96,5.0,"Niezalezne, Symulacje, Akcja, Rekreacyjne",2019/05/02
507,Human: Fall Flat,17.99,2.0,"Niezalezne, Przygodowe",2019/05/02
508,Worms W.M.D,37.79,2.0,"Akcja, Strategiczne",2019/05/02
509,Brothers - A Tale of Two Sons,10.0,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
510,METAL GEAR SOLID V: THE PHANTOM PAIN,19.0,8.0,"Akcja, Przygodowe",2019/05/02
511,Sonic Mania,24.99,1.0,"Akcja, Przygodowe, Rekreacyjne",2019/05/02
512,Chivalry: Medieval Warfare,13.99,2.0,"Niezalezne, Akcja",2019/05/02
513,Headlander,0.98,7.0,Akcja,2019/05/02
514,Regions Of Ruin,0.99,23.0,"Niezalezne, Symulacje, Akcja, RPG, Strategiczne, Przygodowe",2019/05/02
515,Metrico+,0.9,7.0,"Niezalezne, Przygodowe",2019/05/02
516,Slime-san,0.6,8.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
517,Tumblestone,0.5,17.0,"Niezalezne, Akcja, Strategiczne, Rekreacyjne",2019/05/02
518,Mega Man Legacy Collection / ロックマン クラシックス コレクション,1.98,9.0,Akcja,2019/05/02
519,Interplanetary: Enhanced Edition,0.5,18.0,"Niezalezne, Symulacje, Strategiczne",2019/05/02
520,Pathologic Classic HD,0.5,10.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/02
521,Flat Heroes,0.5,4.0,"Niezalezne, Akcja",2019/05/02
522,Kero Blaster,0.6,9.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
523,Morphblade,0.5,9.0,"Niezalezne, Rekreacyjne",2019/05/02
524,"RIVE: Wreck, Hack, Die, Retry!",1.0,10.0,Akcja,2019/05/02
525,Space Run Galaxy,1.8,8.0,"Niezalezne, Strategiczne",2019/05/02
526,Uurnog Uurnlimited,0.98,6.0,Niezalezne,2019/05/02
527,Home,1.0,3.0,"Niezalezne, Przygodowe",2019/05/02
528,INK,1.99,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
529,Solstice,3.7,7.0,"Niezalezne, RPG, Przygodowe",2019/05/02
530,Uncanny Valley,0.5,4.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
531,Tomb Raider: Anniversary,15.0,1.0,"Akcja, Przygodowe",2019/05/02
532,Children of Zodiarcs,11.02,5.0,"Niezalezne, RPG, Strategiczne",2019/05/02
533,Tomb Raider: Legend,8.9,2.0,"Akcja, Przygodowe",2019/05/02
534,Tomb Raider: Underworld,8.5,2.0,"Akcja, Przygodowe",2019/05/02
535,Another Perspective,3.5,2.0,"Niezalezne, Przygodowe",2019/05/02
536,Detective Case and Clown Bot in: Murder in the Hotel Lisbon,2.47,7.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
537,Savant - Ascent,1.89,2.0,"Niezalezne, Akcja",2019/05/02
538,Spoiler Alert Collector's Edition - Includes Bonus Content,2.49,2.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
539,KickBeat Steam Edition,5.0,1.0,"Niezalezne, Akcja",2019/05/02
540,Tesla Effect: A Tex Murphy Adventure,0.5,19.0,"Niezalezne, Przygodowe",2019/05/02
541,Goetia,0.95,6.0,"Niezalezne, Przygodowe",2019/05/02
542,Giana Sisters: Twisted Dreams,4.0,1.0,"Niezalezne, Akcja",2019/05/02
543,Sylvio,7.99,1.0,"Niezalezne, Przygodowe",2019/05/02
544,Little Big Adventure 2,0.98,8.0,"Akcja, RPG, Przygodowe",2019/05/02
545,Sky Climbers,6.89,1.0,"Niezalezne, Wczesny dostep, Akcja, Przygodowe, Rekreacyjne",2019/05/02
546,The Tale of Doris and the Dragon - Episode 1,3.49,2.0,"Niezalezne, Przygodowe",2019/05/02
547,Uprising 2: Lead and Destroy,3.8,1.0,"Akcja, Strategiczne",2019/05/02
548,Sentinel 4: Dark Star,3.99,1.0,"Niezalezne, Strategiczne",2019/05/02
549,Two Worlds Epic Edition,3.75,1.0,RPG,2019/05/02
550,World of Goo,5.0,1.0,Niezalezne,2019/05/02
551,SteamWorld Heist,6.0,5.0,"Niezalezne, Akcja, RPG, Strategiczne, Przygodowe",2019/05/02
552,Little Nightmares,7.0,18.0,Przygodowe,2019/05/02
553,Sundered,3.0,11.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
554,YOU DON'T KNOW JACK Vol. 3,1.29,1.0,"Niezalezne, Rekreacyjne",2019/05/02
555,Rogue Contracts: Syndicate,2.66,2.0,"Niezalezne, Akcja",2019/05/02
556,Middle-earth: Shadow of Mordor - GOTY Edition Upgrade,7.8,3.0,"Akcja, Przygodowe",2019/05/02
557,Magicka 2 Upgrade to Deluxe Edition,3.29,6.0,"Akcja, Przygodowe",2019/05/02
558,Q.U.B.E. 2,1.78,24.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
559,Sniper Ghost Warrior 2: World Hunter Pack,4.36,4.0,Akcja,2019/05/02
560,The Greater Good,2.59,4.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/02
561,Switchblade,0.99,3.0,"Wczesny dostep, Akcja, Darmowe",2019/05/02
562,Oriental Empires,8.49,7.0,"Niezalezne, Symulacje, Strategiczne",2019/05/02
563,Splendor,10.9,5.0,"Strategiczne, Rekreacyjne",2019/05/02
564,Arma 3 Helicopters,5.0,2.0,"Symulacje, Akcja, Strategiczne",2019/05/02
565,ARMA: Gold Edition,1.0,10.0,"Symulacje, Akcja, Strategiczne",2019/05/02
566,Wizorb,1.0,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
567,Dead Rising 2,10.0,5.0,"Akcja, Przygodowe",2019/05/02
568,Agricola: All Creatures Big and Small,4.0,9.0,"Niezalezne, Strategiczne",2019/05/02
569,Always Sometimes Monsters,1.5,2.0,"Niezalezne, RPG",2019/05/02
570,Magnifico,2.0,2.0,"Strategiczne, Rekreacyjne",2019/05/02
571,Dungeon Manager ZV 2,5.4,1.0,"Niezalezne, Rekreacyjne",2019/05/02
572,The Butterfly Sign: Human Error,4.99,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
573,HexLab,4.5,1.0,"Niezalezne, Strategiczne, Rekreacyjne",2019/05/02
574,The Longest Journey,9.47,7.0,"Akcja, RPG, Przygodowe",2019/05/02
575,Dark Train,4.99,2.0,"Niezalezne, Przygodowe",2019/05/02
576,Kingdom: New Lands Royal Edition,9.7,1.0,"Niezalezne, Symulacje, Strategiczne",2019/05/02
577,LEGO Jurassic World,13.99,3.0,"Akcja, Przygodowe",2019/05/02
578,Subsideria,3.89,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
579,The Escapists: The Walking Dead Deluxe Edition,14.89,1.0,"Niezalezne, Strategiczne",2019/05/02
580,Armello,23.0,3.0,"Niezalezne, RPG, Strategiczne, Przygodowe",2019/05/02
581,The Jackbox Party Pack 2,29.98,2.0,"Niezalezne, Strategiczne, Rekreacyjne",2019/05/02
582,DogFighter,1.99,2.0,"Niezalezne, Akcja",2019/05/02
583,Avernum 2: Crystal Souls,16.45,2.0,"Niezalezne, RPG, Strategiczne, Przygodowe",2019/05/02
584,Cycle 28,3.89,1.0,"Niezalezne, Akcja",2019/05/02
585,Trash Squad,3.89,1.0,"Niezalezne, Akcja",2019/05/02
586,Dungeon Nightmares II : The Memory,3.89,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
587,The Ghost of Joe Papp,3.89,1.0,"Niezalezne, Przygodowe",2019/05/02
588,Super Chibi Knight,3.69,1.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/02
589,Antihero,19.88,6.0,"Niezalezne, Strategiczne",2019/05/02
590,Deer Hunt Legends,0.5,3.0,"Akcja, Sportowe",2019/05/02
591,Crouching Pony Hidden Dragon,2.89,1.0,"Niezalezne, Akcja, RPG",2019/05/02
592,Fairy Bloom Freesia,4.53,2.0,"Niezalezne, Akcja",2019/05/02
593,Eradicator,3.42,2.0,Akcja,2019/05/02
594,Siege of Inaolia,4.52,2.0,"Niezalezne, Wczesny dostep, Akcja, RPG",2019/05/02
595,Brigade E5: New Jagged Union,3.26,3.0,"Symulacje, Strategiczne",2019/05/02
596,Sparkle 2,2.04,2.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
597,Bulb Boy,6.75,2.0,"Niezalezne, Przygodowe",2019/05/02
598,Wooden House,3.21,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
599,Demolish & Build 2017,3.99,4.0,Symulacje,2019/05/02
600,Poisoner,2.94,2.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
601,Super Hipster Lumberjack,2.24,3.0,Niezalezne,2019/05/02
602,Super Space Meltdown,1.86,3.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
603,Slinki,2.91,2.0,"Niezalezne, Przygodowe",2019/05/02
604,eXceed - Gun Bullet Children,3.43,1.0,"Niezalezne, Akcja",2019/05/02
605,Herding Dog,2.9,1.0,"Niezalezne, Symulacje, Strategiczne, Rekreacyjne",2019/05/02
606,Project Abyss,1.97,2.0,"Niezalezne, Symulacje, Akcja, RPG, Przygodowe",2019/05/02
607,SHOFER Race Driver,5.98,2.0,"Niezalezne, Symulacje, Wyscigi, Sportowe",2019/05/02
608,Project Pulsation,1.99,2.0,"Akcja, Przygodowe",2019/05/02
609,Flat Kingdom Paper's Cut Edition,2.28,7.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
610,Goodnight Butcher,1.8,2.0,Niezalezne,2019/05/02
611,Will Fight for Food: Super Actual Sellout: Game of the Hour,2.58,3.0,"Niezalezne, Akcja, RPG",2019/05/02
612,Thomas Was Alone,3.4,1.0,Niezalezne,2019/05/02
613,The Great Jitters: Pudding Panic,2.77,4.0,"Niezalezne, Akcja, Strategiczne, Rekreacyjne",2019/05/02
614,Zipple World,2.99,1.0,Niezalezne,2019/05/02
615,Fabula Mortis,2.94,3.0,"Niezalezne, Akcja",2019/05/02
616,Into the Dark: Ultimate Trash Edition,1.97,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
